SampleNo	Depth	Age	SAND	VERY_COARSE_SILT	COARSE_SILT	MEDIUM_SILT	FINE_SILT	VERY_FINE_SILT	CLAY
2713	435.12	-1317.112	0.0623955565222542	0.136595330644624	0.233701401225975	0.221600875107929	0.150507418712766	0.0875426852753644	0.107656732511088
2709	434.48	-1314.809	0.0514511621457456	0.158490586171667	0.272222161272016	0.222397990699144	0.130336225266525	0.0717916741875544	0.0933102002573482
2705	433.84	-1312.596	0.0445428231864387	0.156408320049789	0.275380537996825	0.22530952751229	0.130419349963967	0.0721303252205385	0.0958091160701521
2701	433.2	-1310.3805	0.11092588505785	0.1582601904754	0.205731947736481	0.173948610658672	0.129609823490016	0.0895356832069292	0.131987859374652
2697	432.56	-1308.2825	0.141463272615419	0.179876558035203	0.201785744694736	0.164204958812727	0.119922025481027	0.0804237805495296	0.112323659811358
2693	431.92	-1306.181	0.0495441062997563	0.179056277995632	0.269122439067102	0.19400130172974	0.121638761406739	0.0767956690119357	0.109841444489095
2689	431.28	-1303.6235	0.105835476999071	0.168190861476681	0.244449637490655	0.182063777967685	0.119956773701377	0.0753292193552935	0.104174253009239
2685	430.64	-1300.9065	0.0230274924539307	0.0914301651324754	0.205915104422367	0.229848405827289	0.187506105504714	0.120569744792934	0.14170298186629
2681	430	-1298.4775	0.030355021701541	0.136431559784279	0.242247481730106	0.210024082827569	0.152983758350166	0.0998006111641261	0.128157484442213
2677	429.36	-1296.0825	0.0856069131828159	0.129835432412638	0.186817278903938	0.177990273423864	0.159354615078416	0.112409921753308	0.147985565245019
2673	428.72	-1293.801	0.0546393256901404	0.139525993520691	0.202330465679289	0.196220309328356	0.16530378203002	0.109531576025126	0.132448547726378
2669	428.08	-1291.535	0.0454994766102338	0.120414940243006	0.189883689479425	0.209842821865771	0.181948875295803	0.115534856552895	0.136875339952865
2665	427.44	-1288.078	0.0819679982098802	0.132816947298391	0.208248234423543	0.202909567282082	0.154979793835612	0.097482394609918	0.121595064340573
2661	426.8	-1284.194	0.0446813753526833	0.0649838572709187	0.105472187734733	0.19347861793081	0.238651033613661	0.16570159129332	0.187031336803874
2657	426.16	-1277.8795	0.0976983296261615	0.131870722205754	0.133958668040873	0.176579943150934	0.179758161755995	0.123051872759666	0.157082302460616
2653	425.52	-1270.5795	0.0486363855663543	0.101885784342983	0.182821659462435	0.214261745034928	0.185773411828268	0.120700158993935	0.145920854771097
2649	424.88	-1266.097	0.0254048978833826	0.065598070457487	0.139582509785879	0.21332572563852	0.225714355277992	0.153505803233276	0.176868637723463
2645	424.24	-1262.943	0.0149651592902971	0.0556759078416168	0.1406011747201	0.21695178150776	0.222732614954453	0.155748532145076	0.193324829540697
2641	423.6	-1259.517	0.0096706607794302	0.0431044883379931	0.140678375414301	0.232990063747854	0.233227687833767	0.156499567019083	0.183829156867572
2637	422.96	-1255.8925	0.0145977342110177	0.0661228646698866	0.159646059184837	0.231678561605916	0.217517166395308	0.14226861217226	0.168169001760776
2633	422.32	-1252.819	0.0240245344707716	0.0917778941744382	0.184979881506702	0.232811444130176	0.201035646594162	0.124158774944777	0.141211824178973
2629	421.68	-1250.024	0.019817047711391	0.0621537640698089	0.128717354184097	0.195988356586571	0.223332801891338	0.164850406070332	0.205140269486462
2625	421.04	-1247.8655	0.0167886213643889	0.0668954346663966	0.150754686435183	0.228269081889617	0.226332464054832	0.146607636700534	0.16435207488905
2621	420.4	-1246.1385	0.0238054879591436	0.083535133802157	0.167020230547638	0.218870766566031	0.205448399801049	0.136760371428768	0.164559609895213
2617	419.76	-1244.2985	0.0348569791482803	0.0898265345939502	0.142932231283219	0.192348969007825	0.206721243295178	0.147925590240068	0.185388452431478
2613	419.12	-1242.3075	0.0417612894331152	0.0924667121043555	0.155648307213788	0.208876211971144	0.21011836867221	0.136457033491105	0.154672077114282
2609	418.48	-1240.383	0.0452440288353143	0.0889848640216596	0.174295029760731	0.229871877954721	0.20304361702413	0.125671927342017	0.132888655061427
2605	417.84	-1238.5045	0.0776721797438881	0.121141443875261	0.17195569757461	0.203223111751249	0.18678916647297	0.116094137416571	0.123124263165452
2601	417.2	-1236.6165	0.0650937215369838	0.120184511450231	0.160253388913098	0.202298656310009	0.193581880135073	0.122930726867107	0.135657114787498
2597	416.56	-1234.718	0.0574653430756638	0.149214768038377	0.191029458074652	0.196982208981917	0.167033274926974	0.108594433986317	0.1296805129161
2593	415.91	-1232.9445	0.0882694862608607	0.16218325918608	0.165919422124972	0.18012647363094	0.169371418109391	0.10867277260554	0.125457168082215
2589	415.28	-1231.0585	0.0589688576924845	0.141745001746895	0.180975984020467	0.199811576378216	0.177800282763931	0.110919109794388	0.129779187603618
2585	414.64	-1229.0315	0.0346972567397643	0.102545175295615	0.169731232022755	0.217599357521676	0.203827227577567	0.130502446260138	0.141097304582484
2581	414	-1226.6935	0.0346972567397643	0.102545175295615	0.169731232022755	0.217599357521676	0.203827227577567	0.130502446260138	0.141097304582484
2577	413.36	-1224.3405	0.0324983742149547	0.103638075902984	0.179805450047713	0.217591895655199	0.19560694601185	0.12638061098893	0.14447864717837
2573	412.72	-1221.8675	0.0155252459495411	0.0547700871762604	0.122588471929818	0.206183471491677	0.23744238059163	0.167453036029118	0.196037306831955
2569	412.08	-1219.4235	0.0111306800221221	0.0455531884011591	0.126272465262927	0.224457065333818	0.241611879597606	0.162578412598281	0.188396308784088
2565	411.44	-1217.0035	0.0089082405281538	0.0424099283247491	0.109381692803219	0.198907745492803	0.244690505792706	0.180579573925808	0.215122313132561
2561	410.8	-1214.566	0.0243361324144086	0.0771671963573635	0.169906226659756	0.233393781251411	0.21055386967121	0.13248117829357	0.152161615352281
2557	410.16	-1212.0915	0.0137313417514373	0.0523623917097201	0.140534450327664	0.22176152640848	0.225593406915579	0.155591160877139	0.190425722009982
2553	409.52	-1209.053	0.0105507763016361	0.041604832943831	0.119067108943593	0.233167569911557	0.25274128779331	0.164132434125999	0.178735989980074
2549	408.88	-1204.659	0.0125582594794687	0.0512109082712519	0.143425407139567	0.238841507071391	0.234893641770525	0.149567321569219	0.169502954698577
2545	408.24	-1200.454	0.0179410236552906	0.0604540019607975	0.147570430189167	0.241399220741755	0.232946121889411	0.143557506644756	0.156131694918824
2541	407.6	-1196.6695	0.0203248638731414	0.0724582723067291	0.159214962414598	0.228923120424343	0.214484627219811	0.139501559520567	0.16509259424081
2537	406.96	-1192.7185	0.012247207178325	0.0408261839069814	0.10265277103106	0.198046010957219	0.247844787664409	0.18237175106272	0.216011288199285
2533	406.32	-1188.3765	0.022340102043479	0.0837778642136567	0.136865651182347	0.217571530019214	0.225693430771013	0.147076458049478	0.166674963720812
2529	405.68	-1184.3185	0.0296153085422386	0.106956953645456	0.192691448982075	0.226405043977312	0.187454351696498	0.117348538048626	0.139528355107794
2525	405.04	-1181.1445	0.0217711438775567	0.063626232684976	0.148798239590435	0.229097833486866	0.222391844408412	0.1462097079385	0.168104998013254
2521	404.4	-1177.962	0.0262609247819606	0.0778036099270523	0.19285667041698	0.222721705164548	0.199209699747802	0.129418815511854	0.151728574449804
2517	403.76	-1174.7885	0.0217216399653356	0.0855390336534138	0.232129265116519	0.211229682890657	0.191039853782855	0.119737807500594	0.138602717090626
2513	403.12	-1171.7995	0.025992284705284	0.0823561933828399	0.216483641752339	0.197982995735187	0.198689887701368	0.129468984151218	0.149026012571765
2509	402.48	-1170.016	0.0394741934684845	0.11257091413368	0.167433497197705	0.203153562871532	0.192840374980567	0.130207098281239	0.154320359066791
2505	401.84	-1168.2445	0.0175038686824042	0.0498148595448299	0.151853214590931	0.234061628579928	0.221793244337118	0.147217585699535	0.177755598565254
2501	401.2	-1166.4545	0.0313981069314959	0.0652030850006973	0.135299107875609	0.210369718018521	0.224492007842257	0.156246626781303	0.176991347550116
2497	400.56	-1164.708	0.012945142668037	0.0504873478933216	0.150039011146777	0.239315282837605	0.229084918927908	0.148823293529932	0.169305002996419
2493	399.92	-1163.021	0.0234433765824978	0.0663399251462484	0.16608008669203	0.236598335593699	0.212285118149449	0.136528096954976	0.1587250608811
2489	399.28	-1161.325	0.0229756993223601	0.0734400048023696	0.149898291061787	0.235106731347036	0.225117311689444	0.140905836493176	0.152556125283826
2485	398.64	-1159.344	0.0252116994872535	0.0670751050049593	0.100001419571434	0.177736203058748	0.233517324177487	0.18484451832868	0.211613730371438
2481	398	-1157.3615	0.0226194454668327	0.0824299147253544	0.147970260471184	0.220580419344833	0.222073364693017	0.150338314426099	0.15398828087268
2477	397.36	-1155.5145	0.0330447342131207	0.0819920025436379	0.131766143794005	0.208566292694158	0.224352684277565	0.151454720296436	0.168823422181077
2473	396.72	-1153.625	0.0157689263187281	0.0687804794723489	0.16042098748383	0.22914090568329	0.216042401984619	0.142442841536255	0.16740345752093
2469	396.08	-1152.0855	0.0124675740589679	0.0313106241124705	0.0995792046730296	0.199361849033174	0.251766418299499	0.185256665336624	0.220257664486235
2465	395.44	-1150.51	0.0082550252702415	0.0235247642211855	0.084390504741328	0.203751204135864	0.270754583106627	0.192512377312758	0.216811541211997
2461	394.8	-1147.3835	0.0152108862471624	0.0429683830816421	0.133156449628514	0.238930063619286	0.241860652984173	0.154849489926525	0.173024074512698
2457	394.16	-1144.2195	0.0052692881303511	0.0397046603100327	0.122221011581617	0.220553035001474	0.239478301192661	0.168712499396129	0.204061204387736
2453	393.52	-1141.203	0.0089590943205324	0.0437854431457097	0.12884692069081	0.233599895057208	0.246468963095752	0.160144988197501	0.178194695492487
2449	392.88	-1138.18	0.0109480908346015	0.0357929826429986	0.106786464534149	0.220050392586826	0.253592184602693	0.173456178027699	0.199373706771032
2445	392.24	-1135.2085	0.0105379944274141	0.0481292999097989	0.138601615062159	0.240009253005473	0.238273742350567	0.151227758438184	0.173220336806404
2441	391.6	-1132.1875	0.0337106873949473	0.0551532164492939	0.155579200660208	0.230908361842247	0.220155857143629	0.141321624021562	0.163171052488112
2437	390.96	-1129.615	0.0108303294159112	0.0438118273920321	0.142923884139729	0.239295208598426	0.237840531305531	0.152223541835497	0.173074677312875
2433	390.32	-1127.086	0.0094079505831957	0.0439431197015853	0.130072602775977	0.220824354032291	0.240309059695916	0.163355040152343	0.192087873058691
2429	389.68	-1124.699	0.0089284799559024	0.0287286599024214	0.0927618084600809	0.204030506636985	0.255011830439441	0.185049414154727	0.225489300450443
2425	389.04	-1122.3205	0.0719591201237416	0.0428693491292006	0.12199052369033	0.217076490566418	0.226251631207016	0.149939619157333	0.169913266125961
2421	388.4	-1120.185	0.0125177413942066	0.0455995237580296	0.125601926859548	0.217157128562181	0.231450666964789	0.163483993595474	0.204189018865772
2417	387.76	-1118.117	0.0091593630776319	0.0303287740561873	0.0954464582299356	0.19992314475328	0.25219509675311	0.187013229431636	0.225933933698219
2413	387.12	-1116.208	0.0131748272113619	0.0410559538834361	0.132111918568091	0.240694905566166	0.241709686297233	0.155605080566938	0.175647627906774
2409	386.48	-1114.3355	0.0260186560716583	0.061166487899766	0.129007686542894	0.221020127638173	0.236490784543325	0.156936552804962	0.169359704499221
2405	385.84	-1112.423	0.0191293591281222	0.0571667859667018	0.146325724393323	0.240862642575401	0.234089755924003	0.148170399192528	0.154255332819921
2401	385.2	-1110.486	0.0159698411417847	0.0506064563454046	0.126745969370195	0.224672802985507	0.235919055292193	0.157161735198571	0.188924139666345
2397	384.56	-1108.5295	0.014754466287608	0.0480442321049284	0.121118547919974	0.221033493215613	0.239879755110035	0.163044467766056	0.192125037595787
2393	383.92	-1106.542	0.0169691962167555	0.0482804796047837	0.120284900918375	0.227826510562725	0.24600143278484	0.160689137383803	0.179948342528718
2389	383.28	-1104.646	0.0162320110224573	0.0446554877964621	0.116989913874131	0.216567457678058	0.243056731872061	0.169788387351864	0.192710010404967
2385	382.64	-1102.768	0.0108653469395194	0.0433523123533313	0.122652124944158	0.225990957229037	0.24447053160323	0.164094667415283	0.188574059515442
2381	382	-1100.847	0.0128530791892584	0.048920040522189	0.132493529032458	0.224962634439307	0.234824726276755	0.15950198325292	0.186444007287113
2377	381.36	-1098.842	0.0084220723642982	0.0268043390482166	0.0867096004633228	0.202766143320545	0.259472609011684	0.192654513374418	0.223170722417516
2373	380.72	-1096.74	0.0043134944068635	0.0253375495774664	0.0865072631821439	0.212100375455932	0.265404083948225	0.188884142609574	0.217453090819795
2369	380.08	-1094.6145	0.0068624767177102	0.0375474503015243	0.114119443477691	0.226095948288979	0.255209065058257	0.170805137019678	0.189360479136161
2365	379.44	-1092.315	0.0120413555493707	0.043327609532689	0.123369319252675	0.244223079007436	0.252942989841459	0.160052063620253	0.164043583196117
2361	378.8	-1089.8965	0.030612167752149	0.0691697537880138	0.166154731812381	0.248274382538079	0.219517856886116	0.132701472523901	0.13356963469936
2357	378.16	-1087.572	0.019592632800542	0.0513542788426475	0.135746112954071	0.243766324536707	0.238261276605323	0.15053502397242	0.16074435028829
2353	377.52	-1085.295	0.0323012013177874	0.0631567315534423	0.141153120199479	0.238186441751433	0.230438942577697	0.142103049212786	0.152660513387376
2349	376.88	-1083.034	0.0311546213330875	0.0607376082827707	0.139092932820786	0.229067575963845	0.232349041784948	0.147202063813413	0.160396156001149
2345	376.24	-1080.8045	0.0411006831873417	0.0696960665100822	0.132805529197398	0.210266897211971	0.223230199793328	0.154538384477097	0.168362239622783
2341	375.6	-1078.5625	0.0277755709723406	0.039674190293164	0.0902134565890263	0.196289017387186	0.254235982139116	0.184972081728921	0.206839700890247
2337	374.96	-1076.3195	0.0418827167250842	0.0536788764732495	0.121984625389026	0.217514902347604	0.243834892565901	0.160770407482559	0.160333579016576
2333	374.32	-1074.1875	0.0532186992893785	0.0558472066470227	0.11668258774204	0.210320489963142	0.235246602280676	0.157277840313498	0.171406573764243
2329	373.68	-1072.1445	0.0268731940260701	0.0682155846910253	0.144393828786281	0.231276341538059	0.228472061029383	0.145908464023621	0.154860525905561
2325	373.04	-1070.2575	0.0277737312308342	0.0509861205768905	0.112450111980132	0.221095030157711	0.241509302657553	0.164169858002022	0.182015845394857
2321	372.4	-1068.527	0.032657540328873	0.0805486775260651	0.148041846524611	0.232858227754158	0.218809870102146	0.137410895871782	0.149672941892366
2317	371.76	-1066.8485	0.0192198938166156	0.0339315886468861	0.0745305219102214	0.219117918065921	0.282192811667026	0.192263356404224	0.178743909489106
2313	371.12	-1065.202	0.0160996805370717	0.0505257896367355	0.101798168880314	0.229118448209816	0.260094508488092	0.165893462128818	0.176469942119153
2309	370.48	-1063.556	0.0163703530836807	0.0475443943775851	0.106997333863308	0.227892713687251	0.25502760362866	0.165845879402316	0.1803217219572
2305	369.84	-1061.8805	0.0100590366080044	0.0389047801731867	0.107175534378914	0.224195914415618	0.2526921190234	0.173373917181301	0.193598698219575
2301	369.2	-1060.093	0.026545237014646	0.0379367608082374	0.0962967041177455	0.216729517842857	0.255698717031005	0.174264757932243	0.192528305253266
2297	368.56	-1058.1325	0.0096032822851383	0.036679522249897	0.099073003526546	0.221905558296602	0.25961661285449	0.177381307101931	0.195740713685395
2293	367.92	-1055.9955	1.2370974534e-06	0.0174395725358991	0.0652919063259309	0.195795767425884	0.281201768367458	0.209628108356192	0.230641639891182
2289	367.28	-1053.521	0.0090904505149729	0.0314325905467633	0.0984286276337304	0.224016982113743	0.260353423571572	0.177493546564735	0.199184379054484
2285	366.64	-1051.034	0.0090168169052867	0.0279421060044362	0.0913571780777441	0.216167824743897	0.264349136037313	0.182763051471006	0.208403886760316
2281	366	-1048.3885	0.0123499421636422	0.027339630709934	0.0788398257307359	0.182161416134706	0.253901529504355	0.201236537911834	0.244171117844793
2277	365.36	-1045.7765	0.0087624006125806	0.0228493134443603	0.072540118560166	0.182012650350343	0.258661248037536	0.206221748981944	0.248952520013069
2273	364.72	-1043.2405	9.2740914196e-06	0.0229402350820656	0.0789863946151464	0.191386669009411	0.263132271409557	0.199288915508767	0.244256240283633
2269	364.08	-1040.7535	0.0091019956710204	0.041837705951783	0.139650054359188	0.249400174462938	0.24159819218426	0.151268971450284	0.167142905920526
2265	363.44	-1038.349	0.0108293009539104	0.0454342872573672	0.135252774152846	0.246938614248961	0.243485947776709	0.151113243082858	0.166945832527349
2261	362.8	-1036.0065	0.0172585932447997	0.0596805697580228	0.136157174796484	0.223207431922948	0.230039477484606	0.154790687824964	0.178866064968176
2257	362.16	-1034.2175	0.0118957932074222	0.045384470039807	0.130402631123984	0.236031067610918	0.239394626300245	0.153787432677463	0.183103979040161
2253	361.52	-1032.488	0.0160152228581685	0.0494223877943276	0.122116631642725	0.230944399690137	0.243031830748099	0.159106854795987	0.179362672470556
2249	360.88	-1030.9785	0.0166219127891376	0.0599529533005352	0.135843847380768	0.23384789866541	0.23792211692686	0.153585785007686	0.162225485929604
2245	360.24	-1029.4685	0.0185796339493058	0.0503940849386225	0.125689152549632	0.234304524209798	0.244555743385522	0.157439968097267	0.169036892869852
2241	359.6	-1027.75	0.0159712964319218	0.0640940903595145	0.1461174513169	0.222222658505138	0.22163814666406	0.153409812157777	0.176546544564688
2237	358.96	-1026.052	0.0272633427478682	0.0626867121811095	0.137729364841604	0.22809625229024	0.23004676316094	0.151246061341017	0.162931503437221
2233	358.32	-1024.343	0.0415480772385218	0.0690989757729622	0.130732175933035	0.217355333648616	0.23576362110751	0.155797174400811	0.149704641898544
2229	357.68	-1022.635	0.0332868464233959	0.0625913337428541	0.120375352119356	0.218571577809042	0.242070563372674	0.165940512453374	0.157163814079305
2225	357.04	-1020.8565	0.014527948300633	0.040594397147264	0.0977006028694617	0.22250129302808	0.255751715172133	0.173280660936164	0.195643382546265
2221	356.4	-1019.058	0.0113206103845173	0.0317611086303279	0.0955721212187276	0.221243120273887	0.261068684148053	0.177465684060626	0.201568671283861
2217	355.76	-1017.316	0.0158323074868999	0.0452474467531802	0.111698531202289	0.231196527266771	0.252108268913752	0.166750082562104	0.177166835815004
2213	355.12	-1015.564	0.0177491977190172	0.0363185931007615	0.0866524355219404	0.215102530024091	0.263824542394687	0.183647527271894	0.196705173967609
2209	354.48	-1013.814	0.0112528934288658	0.0383237034736824	0.0976959959427046	0.215446797107865	0.256925065540541	0.179154104236601	0.20120144026974
2205	353.84	-1012.057	0.0116222554446967	0.0344943675730921	0.0983600459940176	0.223332370364151	0.260997655297583	0.176575364649066	0.194617940677394
2201	353.2	-1010.2465	0.0099851685136382	0.031485421260262	0.0941032167901733	0.227909675099322	0.26536346460895	0.174830026107934	0.196323027619721
2197	352.56	-1008.4055	0.0116591071117058	0.0294662382527627	0.0957713513832628	0.230122256123842	0.264827720498453	0.172989826313491	0.195163500316483
2193	351.92	-1005.615	2.751842457e-06	0.0218353084706985	0.0834487614166025	0.229641328994827	0.279237681651278	0.183586185339571	0.202247982284567
2189	351.28	-1002.772	0.0088272516925802	0.0386473782756876	0.122325277368269	0.243255355581382	0.250832830458714	0.15857640814724	0.177535498476126
2185	350.64	-999.22635	0.0123420829907312	0.0353975170130576	0.106395931852096	0.235021121791662	0.260602520170714	0.167393922809087	0.182846903372652
2181	350	-995.60965	0.0160001000389493	0.0322089946212747	0.0960355378256984	0.222848670519333	0.26287194816691	0.175549965218259	0.194484783609576
2177	349.36	-992.2506	0.0190404745037983	0.0583132643030949	0.14628313929508	0.233740959697841	0.223882659787253	0.145726562486453	0.17301293992648
2173	348.72	-988.8569	0.0140116012615593	0.036582320792086	0.10436140564257	0.226834219880231	0.255892336358721	0.170203725419101	0.192114390645732
2169	348.08	-986.68085	0.0173656431838388	0.0613711975103484	0.135541998082855	0.220647529863707	0.228346486352103	0.153543178881822	0.183183966125326
2165	347.44	-984.71205	0.0113758425055483	0.0461597927878589	0.131571471956999	0.227656818768372	0.230066912184916	0.15540732974741	0.197761832048895
2161	346.8	-983.30705	0.0073944592899419	0.0316391379570821	0.106448631606793	0.224781735287333	0.251192843183429	0.171157811035421	0.20738538164
2157	346.16	-982.0408	0.0080525623362545	0.0302050132879557	0.0999187164442511	0.220529073454454	0.258595410202591	0.177506731395229	0.205192492879265
2153	345.52	-980.9072	0.0090056233481736	0.0430708215542549	0.129405004713211	0.224506705485096	0.232540368951619	0.160657382407159	0.200814093540486
2149	344.88	-979.80455	0.0108514782323899	0.0371382519817197	0.115120337423419	0.220875945556549	0.244757696784632	0.169545880023213	0.201710409998076
2145	344.24	-978.6277	3.7299567943e-06	0.0196088533763752	0.0767661909966724	0.214438584851281	0.27493043906306	0.19142554093018	0.222826660825638
2141	343.6	-977.42655	0.0110297615802262	0.0347513264951368	0.107564312387764	0.223742320115825	0.251192622144234	0.170517074847921	0.201202582428894
2137	342.94	-976.083	0.0040315151486119	0.0252339394180407	0.0944403381847492	0.230938408375727	0.264754668345042	0.176475297587656	0.204125832940173
2133	342.32	-974.7663	8.9848167667e-06	0.0262244113803992	0.101592514334129	0.239860550947023	0.263489586204202	0.17181634173419	0.197007610583289
2129	341.68	-973.44305	1.94209346617e-05	0.0285093204635184	0.099407015587464	0.219008235182502	0.263695901397392	0.183051216120872	0.20630889031359
2125	341.04	-972.1285	0.0073114689462753	0.041026054366549	0.13419940321468	0.240936868454463	0.238641970313113	0.154682521828391	0.183201712876529
2121	340.4	-970.862	0.0156463637187818	0.0531580343359696	0.139360818402046	0.235046876656077	0.229795592244381	0.151686535118196	0.175305779524548
2117	339.76	-969.59465	0.012093865108899	0.0336479522586689	0.110693230170497	0.231962946560291	0.250144018665517	0.165321796597484	0.196136190638643
2113	339.12	-968.3412	0.0102706360353448	0.0350352589446429	0.0998880224194525	0.223193540529789	0.260444913953721	0.175088524139214	0.196079103977835
2109	338.48	-967.0953	0.0038769375006725	0.0286722729764047	0.099848771510249	0.23059632732199	0.261890724441761	0.173062319680702	0.202052646568221
2105	337.84	-965.7817	0.0071975383281841	0.026667524235022	0.0809678498575748	0.192464453014615	0.260186487816843	0.195581675631982	0.236934471115779
2101	337.2	-964.40455	7.8178017473e-06	0.0206506118223294	0.0764669662397291	0.198650149352599	0.268888766638842	0.199719306411267	0.235616381733486
2097	336.56	-962.8904	0.0085321246340171	0.0455340462929717	0.133880905966198	0.240098660483434	0.23799934186661	0.15412350581225	0.179831414944519
2093	335.92	-961.2461	0.0038508940682955	0.0459274906452801	0.137081686869006	0.241665225307027	0.237366013695902	0.151944980755054	0.182163708659435
2089	335.28	-959.49625	0.0110128103678015	0.0337558160586344	0.0962733841604846	0.218843768081942	0.263796068995359	0.183816556066329	0.19250159626945
2085	334.64	-957.62065	1.02175641499e-05	0.0259192785264848	0.0937457674454833	0.232900764401517	0.273526529698669	0.180414507627107	0.193482934736589
2081	334	-955.74975	0.0052199174253088	0.032014765355127	0.114183155936321	0.238770751357735	0.253343265108218	0.166613454334843	0.189854690482448
2077	333.36	-953.83915	0.0291565357348907	0.0554875677249801	0.124383805447213	0.239594631621679	0.233515590651145	0.151399679661986	0.166462189158106
2073	332.72	-952.0349	0.0137704061080854	0.0252639356027925	0.0771849616599025	0.226040051197977	0.281043786315312	0.18494252653674	0.191754332579191
2069	332.08	-950.335	0.024275082440737	0.0605513923698157	0.114973733274494	0.218406911438196	0.236884841034708	0.160109966667656	0.184798072774393
2065	331.44	-948.59765	0.0780752126376781	0.0597168311902144	0.128995176018502	0.240015492568052	0.203028753226108	0.140386743256972	0.149781791102473
2061	330.8	-946.76025	0.0153181746366779	0.028101217417043	0.0866710182304448	0.228456326541027	0.271640662346956	0.178771510856179	0.191041089971672
2057	330.16	-944.97595	0.0111989802100448	0.0264155141388844	0.0870837068401707	0.229038971786289	0.271814433922417	0.180210530030051	0.194237863072143
2053	329.52	-943.26675	0.0142127293937219	0.0430776044860376	0.111597478864988	0.216371414736726	0.244311607023367	0.171153677209483	0.199275488285677
2049	328.88	-941.5827	0.0073827340174422	0.032233627844994	0.108267044847816	0.233373400037499	0.255095557108761	0.168547547908356	0.195100088235132
2045	328.24	-940.0253	0.003847436179967	0.0276706636882205	0.0963020177287828	0.231632817102263	0.270666619976263	0.177787529133544	0.192092916190959
2041	327.6	-938.4111	2.9699575348e-06	0.0236329129395019	0.0921171253036231	0.233759809729824	0.273406114451691	0.180564244896652	0.196516822721173
2037	326.962997	-936.70695	0.0087618989270215	0.0328432606412112	0.116764519826936	0.238139807626929	0.252152017599393	0.164779003661545	0.186559491716965
2033	326.322997	-935.0292	1.5621646745e-06	0.0208342378905838	0.0803886227130513	0.221415773031769	0.280947907120538	0.189589766766639	0.206822130312744
2029	325.682997	-933.4222	0.0106278014583025	0.0243550145586335	0.0866175115161051	0.22386452416039	0.273008597495418	0.184300270058074	0.197226280753077
2025	325.042997	-931.83775	0.0114633112436663	0.0493753515291129	0.141997036833908	0.240935046938052	0.230506392201013	0.148618766636219	0.177104094618027
2021	324.402997	-930.2521	0.0045328031213028	0.0472060624773245	0.144561851816753	0.244292218686329	0.232322093076301	0.14961141344529	0.1774735573767
2017	323.762997	-928.65645	0.0129880012016877	0.0585079776246005	0.133869617186655	0.222070687662973	0.229352614958656	0.155764254337553	0.187446847027874
2013	323.122997	-927.01585	0.0096529099390236	0.0334884131435516	0.101859576647084	0.221172760938433	0.258609132001932	0.174573074441134	0.200644132888843
