Vial	Age	Quartz
1941	-878.5754	0.318975
1943	-879.65195	0.28388
1945	-880.7031	0.279369
1947	-881.6687	0.260294
1949	-882.6304	0.33647
1951	-883.60925	0.260961
1953	-884.5631	0.327637
1955	-885.6116	0.227
1957	-886.66125	0.252654
1959	-887.72545	0.268383
1961	-888.7826	0.222795
1963	-890.31165	0.252453
1965	-891.88275	0.274349
1967	-893.44085	0.208528
1969	-894.99485	0.252201
1971	-896.8711	0.205308
1973	-898.7944	0.246451
1975	-900.6988	0.204654
1977	-902.6048	0.189314
1979	-904.38425	0.190959
1981	-906.16625	0.174926
1983	-907.9542	0.174324
1985	-909.7202	0.206002
1987	-911.94245	0.23775
1989	-914.30825	0.268622
1991	-916.69205	0.276123
1993	-919.0874	0.307517
1995	-920.32115	0.322709
1997	-921.10345	0.331231
1999	-921.8647	0.333303
2001	-922.6238	0.327899
2003	-923.34335	0.336013
2005	-924.04	0.288235
2007	-924.73775	0.318617
2009	-925.44295	0.327437
2011	-926.2007	0.219294
2013	-927.01585	0.266478
2015	-927.8427	0.237222
2017	-928.65645	0.205166
2019	-929.4581	0.21029
2021	-930.2521	0.211344
2023	-931.04095	0.245384
2025	-931.83775	0.227746
2027	-932.62865	0.197486
2029	-933.4222	0.219179
2031	-934.2264	0.272335
2033	-935.0292	0.330817
2035	-935.84805	0.338594
2037	-936.70695	0.199223
2039	-937.56805	0.204201
2041	-938.4111	0.228658
2043	-939.2421	0.15054
2045	-940.0253	0.209668
2047	-940.804	0.151801
2049	-941.5827	0.227383
2051	-942.40105	0.248283
2053	-943.26675	0.17384
2055	-944.12095	0.158662
2057	-944.97595	0.223214
2059	-945.83945	0.216921
2061	-946.76025	0.216373
2063	-947.681	0.139645
2065	-948.59765	0.104535
2067	-949.48855	0.10947
2069	-950.335	0.112753
2071	-951.1868	0.158917
2073	-952.0349	0.169731
2075	-952.8795	0.147085
2077	-953.83915	0.110534
2079	-954.7946	0.108222
2081	-955.74975	0.171356
2083	-956.75485	0.167116
2085	-957.62065	0.170895
2087	-958.55115	0.220628
2089	-959.49625	0.232859
2091	-960.4394	0.264305
2093	-961.2461	0.225004
2095	-962.0654	0.278134
2097	-962.8904	0.250172
2099	-963.69715	0.28525
2101	-964.40455	0.317904
2103	-965.09815	0.355895
2105	-965.7817	0.359589
2107	-966.45885	0.310848
2109	-967.0953	0.300411
2111	-967.7183	0.286306
2113	-968.3412	0.282191
2115	-968.95885	0.286687
2117	-969.59465	0.265182
2119	-970.22665	0.272755
2121	-970.862	0.210034
2123	-971.4929	0.265654
2125	-972.1285	0.280423
2127	-972.78135	0.348123
2129	-973.44305	0.30428
2131	-974.0936	0.241848
2133	-974.7663	0.240658
2135	-975.445	0.286851
2137	-976.083	0.242401
2139	-976.79975	0.285061
2141	-977.42655	0.243648
2143	-978.0214	0.321868
2145	-978.6277	0.266739
2147	-979.2331	0.270441
2149	-979.80455	0.238849
2151	-980.3548	0.233374
2153	-980.9072	0.290468
2155	-981.4593	0.204956
2157	-982.0408	0.309976
2159	-982.6675	0.242733
2163	-983.9493	0.211573
2165	-984.71205	0.217302
2167	-985.69135	0.269651
2169	-986.68085	0.181974
2171	-987.65195	0.212098
2173	-988.8569	0.205193
2175	-990.5617	0.195156
2177	-992.2506	0.141522
2179	-993.9235	0.172196
2181	-995.60965	0.180453
2183	-997.4072	0.16374
2185	-999.22635	0.165804
2187	-1001.0475	0.240481
2191	-1004.182	0.291408
2193	-1005.615	0.330089
2195	-1007.065	0.297299
2197	-1008.4055	0.284647
2199	-1009.3285	0.290201
2201	-1010.2465	0.272552
2203	-1011.1585	0.278948
2205	-1012.057	0.314646
2207	-1012.938	0.277029
2209	-1013.814	0.306025
2211	-1014.6905	0.265102
2213	-1015.564	0.246076
2215	-1016.4435	0.179029
2217	-1017.316	0.206222
2219	-1018.19	0.261759
2221	-1019.058	0.3035
2223	-1019.964	0.306445
2225	-1020.8565	0.238104
2227	-1021.743	0.191014
2229	-1022.635	0.156488
2231	-1023.4835	0.144604
2233	-1024.343	0.142385
2235	-1025.1995	0.139503
2237	-1026.052	0.150335
2239	-1026.8985	0.148198
2241	-1027.75	0.194243
2243	-1028.609	0.172438
2245	-1029.4685	0.168407
2247	-1030.239	0.174741
2249	-1030.9785	0.212139
2251	-1031.7225	0.237414
2253	-1032.488	0.234864
2255	-1033.337	0.244135
2257	-1034.2175	0.233335
2259	-1035.1115	0.23655
2261	-1036.0065	0.239985
2263	-1037.1185	0.231994
2265	-1038.349	0.254619
2267	-1039.5525	0.27667
2269	-1040.7535	0.309369
2271	-1041.987	0.240472
2273	-1043.2405	0.402829
2275	-1044.502	0.371122
2277	-1045.7765	0.371799
2279	-1047.0685	0.383923
2281	-1048.3885	0.371614
2283	-1049.7105	0.310949
2285	-1051.034	0.228104
2287	-1052.3025	0.354165
2289	-1053.521	0.301271
2291	-1054.748	0.313283
2293	-1055.9955	0.354207
2295	-1057.146	0.295364
2297	-1058.1325	0.294667
2299	-1059.119	0.342572
2301	-1060.093	0.30571
2303	-1061.0295	0.23418
2305	-1061.8805	0.258795
2307	-1062.718	0.211159
2309	-1063.556	0.177389
2311	-1064.377	0.169942
2313	-1065.202	0.17691
2315	-1066.0175	0.156204
2317	-1066.8485	0.17198
2319	-1067.6795	0.149707
2321	-1068.527	0.0903309
2323	-1069.3965	0.139349
2325	-1070.2575	0.111585
2327	-1071.13	0.0713488
2329	-1072.1445	0.0783999
2331	-1073.1585	0.0955802
2335	-1075.208	0.10889
2337	-1076.3195	0.102637
2339	-1077.4405	0.166295
2341	-1078.5625	0.174126
2343	-1079.67	0.112739
2345	-1080.8045	0.126406
2347	-1081.9215	0.12257
2349	-1083.034	0.140404
2351	-1084.145	0.158032
2353	-1085.295	0.163207
2355	-1086.435	0.152025
2357	-1087.572	0.216913
2359	-1088.6945	0.184584
2361	-1089.8965	0.212823
2363	-1091.103	0.237535
2365	-1092.315	0.265575
2367	-1093.53	0.281653
2369	-1094.6145	0.321702
2371	-1095.6745	0.371699
2373	-1096.74	0.376434
2375	-1097.8205	0.373987
2377	-1098.842	0.310381
2379	-1099.85	0.390473
2381	-1100.847	0.284692
2383	-1101.8215	0.348278
2385	-1102.768	0.322579
2387	-1103.711	0.340037
2389	-1104.646	0.284373
2391	-1105.5875	0.20271
2393	-1106.542	0.154671
2395	-1107.5425	0.156562
2397	-1108.5295	0.144252
2399	-1109.583	0.150628
2401	-1110.486	0.202389
2403	-1111.4665	0.158957
2405	-1112.423	0.153784
2407	-1113.3895	0.185533
2409	-1114.3355	0.211095
2411	-1115.272	0.226777
2413	-1116.208	0.263325
2415	-1117.14	0.38567
2417	-1118.117	0.348507
2419	-1119.151	0.333288
2421	-1120.185	0.300063
2423	-1121.228	0.351841
2425	-1122.3205	0.271875
2427	-1123.509	0.276185
2429	-1124.699	0.308608
2431	-1125.884	0.295358
2433	-1127.086	0.253661
2435	-1128.3495	0.280958
2437	-1129.615	0.260633
2439	-1130.8735	0.261862
2441	-1132.1875	0.224667
2443	-1133.699	0.258064
2445	-1135.2085	0.281649
2447	-1136.696	0.258594
2449	-1138.18	0.297621
2451	-1139.689	0.208689
2453	-1141.203	0.264898
2455	-1142.7075	0.301263
2457	-1144.2195	0.207776
2459	-1145.7995	0.224783
2461	-1147.3835	0.176128
2463	-1148.9665	0.181681
2465	-1150.51	0.312775
2467	-1151.304	0.286177
2469	-1152.0855	0.321792
2471	-1152.8605	0.204975
2473	-1153.625	0.16165
2475	-1154.5735	0.153609
2477	-1155.5145	0.171408
2479	-1156.443	0.12651
2481	-1157.3615	0.153228
2483	-1158.3485	0.175463
2485	-1159.344	0.169333
2487	-1160.3445	0.172088
2489	-1161.325	0.129827
2491	-1162.184	0.119447
2493	-1163.021	0.118506
2495	-1163.867	0.134394
2497	-1164.708	0.119741
2499	-1165.5765	0.096834
2501	-1166.4545	0.112595
2503	-1167.3465	0.138692
2505	-1168.2445	0.156992
2507	-1169.121	0.132179
2509	-1170.016	0.0963025
2511	-1170.91	0.14292
2513	-1171.7995	0.120343
2515	-1173.171	0.108719
2517	-1174.7885	0.127177
2519	-1176.3765	0.152098
2521	-1177.962	0.138995
2523	-1179.5535	0.139561
2525	-1181.1445	0.14031
2527	-1182.74	0.147487
2529	-1184.3185	0.162626
2531	-1186.2185	0.171446
2533	-1188.3765	0.177738
2535	-1190.5405	0.217449
2537	-1192.7185	0.257536
2539	-1194.745	0.228439
2541	-1196.6695	0.209941
2543	-1198.5635	0.26838
2545	-1200.454	0.216382
2547	-1202.474	0.193236
2549	-1204.659	0.240201
2551	-1206.855	0.239444
2553	-1209.053	0.277403
2555	-1210.863	0.330497
2557	-1212.0915	0.282042
2559	-1213.336	0.298862
2561	-1214.566	0.162144
2563	-1215.7805	0.343015
2565	-1217.0035	0.354082
2567	-1218.2175	0.309481
2569	-1219.4235	0.270632
2571	-1220.637	0.170693
2573	-1221.8675	0.312563
2575	-1223.1005	0.213293
2577	-1224.3405	0.103132
2579	-1225.557	0.0913436
2581	-1226.6935	0.0804924
2583	-1227.86	0.117058
2585	-1229.0315	0.0760622
2587	-1230.1395	0.0971412
2589	-1231.0585	0.0862068
2591	-1231.9715	0.0665691
2593	-1232.9445	0.074413
2595	-1233.77	0.0764428
2597	-1234.718	0.086673
2599	-1235.6615	0.0912041
2601	-1236.6165	0.0931294
2603	-1237.5725	0.0798314
2605	-1238.5045	0.0957596
2607	-1239.4415	0.0938015
2609	-1240.383	0.0881042
2611	-1241.329	0.109882
2613	-1242.3075	0.141033
2615	-1243.307	0.156246
2617	-1244.2985	0.221989
2619	-1245.285	0.244113
2621	-1246.1385	0.245375
2623	-1247.006	0.221942
2625	-1247.8655	0.261051
2627	-1248.7245	0.264765
2629	-1250.024	0.312646
2631	-1251.4245	0.230688
2633	-1252.819	0.201058
2635	-1254.192	0.173608
2637	-1255.8925	0.227297
2639	-1257.6955	0.245064
2641	-1259.517	0.294041
2643	-1261.318	0.283103
2645	-1262.943	0.242777
2647	-1264.512	0.223092
2649	-1266.097	0.217259
2651	-1267.689	0.189034
2653	-1270.5795	0.148071
2655	-1274.2175	0.147109
2657	-1277.8795	0.149948
2659	-1281.541	0.168386
2661	-1284.194	0.181473
2663	-1286.119	0.123324
2665	-1288.078	0.133756
2667	-1290.0115	0.223782
2669	-1291.535	0.216434
2671	-1292.6695	0.205327
2673	-1293.801	0.159888
2675	-1294.938	0.213222
2677	-1296.0825	0.2369
2679	-1297.276	0.213507
2681	-1298.4775	0.226074
2683	-1299.6725	0.227722
2685	-1300.9065	0.197226
2687	-1302.262	0.165524
2689	-1303.6235	0.116215
2691	-1304.963	0.146647
2693	-1306.181	0.129867
2695	-1307.225	0.111171
2697	-1308.2825	0.0498739
2699	-1309.334	0.0852066
2701	-1310.3805	0.0659137
2703	-1311.4935	0.0771313
2705	-1312.596	0.0867914
2707	-1313.6965	0.071747
2709	-1314.809	0.0751874
2711	-1315.9515	0.0686001
2713	-1317.112	0.0703289
2715	-1318.256	0.0967472
2717	-1319.398	0.0841344
2719	-1320.4665	0.0650656
2721	-1321.542	0.104337
2723	-1322.6245	0.106089
2725	-1323.923	0.245222
2727	-1327.749	0.0713142
2729	-1332.2015	0.0835931
2731	-1336.0465	0.0804264
2733	-1339.461	0.0802664
2735	-1340.5865	0.111012
2737	-1341.943	0.105844
2739	-1343.337	0.0602226
2741	-1344.672	0.05749
2743	-1345.576	0.0617256
2745	-1346.4535	0.0475698
2747	-1347.332	0.046327
2749	-1348.2045	0.0337269
2751	-1349.0675	0.0315199
2753	-1349.9235	0.0256663
2755	-1350.785	0.0287304
2757	-1351.6455	0.0110571
2759	-1352.449	0.0165381
2761	-1353.246	0.016676
2763	-1354.033	0.0336629
2765	-1354.813	0.0228612
2767	-1355.655	0.018699
2769	-1356.5265	0.0202374
2771	-1357.397	0.0167714
2773	-1358.275	0.0135456
2775	-1359.098	0.0156538
2777	-1359.932	0.0169311
2779	-1360.7655	0.0122843
2781	-1361.605	0.0142572
2783	-1362.401	0.0166909
2785	-1363.183	0.0228847
2787	-1363.9595	0.0291455
