Vial	Age	Quartz
253	-103.6874	0.256599
254	-104.03795	0.286603
255	-104.3903	0.302444
256	-104.745	0.17061
257	-105.10195	0.206833
258	-105.4634	0.156243
259	-105.8263	0.196862
260	-106.19065	0.179036
261	-106.5515	0.212763
262	-106.9183	0.220023
263	-107.28075	0.340249
264	-107.74685	0.285465
265	-108.26875	0.235121
266	-108.7978	0.152748
267	-109.3262	0.325093
268	-109.8521	0.226022
269	-110.374	0.256451
270	-110.89445	0.2581
271	-111.41755	0.263069
272	-111.9847	0.1943
273	-112.60695	0.237212
274	-113.2272	0.23082
275	-113.84205	0.249233
276	-114.45335	0.22679
277	-115.0729	0.208107
278	-115.68635	0.202055
279	-116.2999	0.209866
280	-116.93145	0.185813
281	-117.5965	0.277724
282	-118.2741	0.23171
283	-118.95695	0.213484
284	-119.6356	0.166611
285	-120.3088	0.18485
286	-120.97835	0.199348
287	-121.6387	0.16631
288	-122.29075	0.138906
289	-122.93015	0.120769
290	-123.58165	0.128956
291	-124.2302	0.122699
292	-124.8438	0.126126
293	-125.5389	0.0883194
294	-126.19555	0.0833301
295	-126.85895	0.0752032
296	-127.49935	0.134073
297	-128.06325	0.204549
298	-128.5892	0.241549
299	-129.18805	0.263347
300	-129.7491	0.25895
301	-130.31445	0.268175
302	-130.87765	0.275342
303	-131.44265	0.297807
304	-132.00725	0.274041
305	-132.48695	0.293593
306	-132.97415	0.304213
307	-133.4648	0.304799
308	-133.9441	0.298612
309	-134.42155	0.337479
310	-134.8703	0.27991
311	-135.37915	0.309343
312	-135.84825	0.297319
313	-136.29045	0.302889
314	-136.7294	0.308748
315	-137.20285	0.315679
316	-137.6156	0.34324
317	-138.05365	0.369244
319	-138.91755	0.301984
321	-139.8283	0.358065
323	-140.6	0.305558
325	-141.4523	0.332383
327	-142.2965	0.372618
329	-143.17425	0.365477
331	-143.947	0.369782
333	-144.7371	0.362622
335	-145.62215	0.429421
337	-146.4431	0.342876
339	-147.2443	0.339247
341	-148.05	0.340022
343	-148.85995	0.345686
345	-149.6383	0.332577
347	-150.29055	0.343602
349	-150.95055	0.331213
351	-151.6126	0.306654
353	-152.27495	0.309839
355	-152.979	0.366981
357	-153.68925	0.314391
359	-154.4122	0.316454
361	-155.1083	0.307697
363	-155.5102	0.316707
365	-155.9085	0.331118
367	-156.3082	0.326529
369	-156.70415	0.327892
371	-157.05425	0.297358
373	-157.4118	0.326286
375	-157.7673	0.292679
377	-158.1221	0.29593
379	-158.50695	0.326307
381	-158.88815	0.343939
383	-159.267	0.337473
385	-159.64295	0.373156
387	-160.0753	0.33266
389	-160.51735	0.352755
391	-160.9512	0.354865
393	-161.375	0.3504
395	-161.8146	0.355737
397	-162.26125	0.338319
399	-162.7037	0.329006
401	-163.14255	0.335844
403	-163.62625	0.400562
405	-164.12255	0.313978
407	-164.62605	0.330301
409	-165.1314	0.315988
411	-165.6326	0.307158
413	-166.1286	0.292838
415	-166.6318	0.293717
417	-167.1151	0.300338
419	-167.58645	0.296557
421	-168.0568	0.302902
423	-168.52645	0.318869
425	-169.00535	0.28545
427	-169.4674	0.288633
429	-169.9233	0.287957
431	-170.37495	0.319876
433	-170.82795	0.344849
435	-171.27055	0.342282
437	-171.721	0.326189
439	-172.15965	0.329197
441	-172.60685	0.341783
443	-173.06695	0.320157
445	-173.55185	0.33121
447	-174.04545	0.319396
449	-174.53755	0.325913
451	-175.0121	0.324175
453	-175.45855	0.304503
455	-175.91625	0.301958
457	-176.3753	0.305403
459	-176.81905	0.287104
461	-177.2208	0.264922
463	-177.62975	0.261279
465	-178.0325	0.255484
467	-178.44555	0.337227
469	-178.87145	0.27235
471	-179.29735	0.289444
473	-179.724	0.262876
477	-180.6387	0.289081
479	-181.12455	0.32385
481	-181.6072	0.332049
483	-182.08615	0.320755
485	-182.6283	0.317107
487	-183.16725	0.351616
489	-183.69415	0.324382
491	-184.21135	0.309438
493	-184.65405	0.326881
495	-185.09695	0.331276
497	-185.53835	0.269731
499	-185.9784	0.295616
501	-186.5075	0.316417
503	-187.0456	0.277929
505	-187.577	0.31808
507	-188.11895	0.298447
509	-188.5998	0.290701
511	-189.1071	0.306048
513	-189.60765	0.299381
515	-190.0853	0.303095
517	-190.5697	0.278707
519	-191.03475	0.300051
521	-191.51695	0.30163
523	-191.99575	0.287219
525	-192.4736	0.292897
527	-192.9428	0.302318
529	-193.4274	0.259897
531	-193.9038	0.26834
533	-194.4242	0.279233
535	-194.9647	0.222656
537	-195.50855	0.312663
539	-196.0469	0.299124
541	-196.65175	0.223974
543	-197.28775	0.270365
545	-197.91425	0.245024
547	-198.55195	0.252642
549	-199.13565	0.242566
551	-199.69495	0.282952
553	-200.24835	0.156985
555	-200.80775	0.154038
557	-201.3574	0.134486
559	-201.8892	0.153336
561	-202.4313	0.199132
563	-202.97095	0.271209
565	-203.52945	0.256228
567	-204.1151	0.263077
569	-204.69755	0.247533
571	-205.29295	0.294849
573	-206.1052	0.238402
575	-207.2228	0.241079
577	-208.3335	0.248441
579	-209.4367	0.240206
581	-210.4645	0.21233
583	-211.36655	0.195524
585	-212.25745	0.171187
587	-213.15215	0.171457
589	-214.11995	0.159469
591	-215.262	0.148615
593	-216.40255	0.165226
595	-217.5321	0.191527
597	-218.6878	0.298956
599	-219.96755	0.307339
601	-221.25125	0.30312
603	-222.56495	0.313379
605	-223.793	0.338327
607	-224.6245	0.332852
609	-225.4518	0.312714
611	-226.2721	0.302783
613	-227.05845	0.312317
615	-228.0273	0.318121
617	-228.3832	0.29851
619	-229.04555	0.321466
621	-229.711	0.281598
623	-230.39835	0.211046
625	-231.08715	0.344746
627	-231.78505	0.331641
629	-232.4559	0.351461
631	-233.15105	0.286274
633	-233.8522	0.330935
635	-234.5446	0.27865
637	-235.2372	0.295372
639	-235.8805	0.282468
641	-236.51855	0.276211
643	-237.1628	0.227742
645	-237.7998	0.17738
647	-238.5312	0.155932
649	-239.26705	0.143627
651	-239.9861	0.138401
653	-240.7127	0.135979
655	-241.32175	0.212249
657	-241.91665	0.327514
659	-242.5091	0.360767
661	-243.1036	0.393203
663	-243.72885	0.31954
665	-244.37275	0.35846
667	-245.0279	0.317937
669	-245.693	0.344581
671	-246.31985	0.281235
673	-246.9352	0.266011
675	-247.55365	0.297964
677	-248.18005	0.307591
679	-248.9041	0.339741
681	-249.68525	0.311039
683	-250.43815	0.310238
685	-251.1956	0.301769
687	-251.9927	0.303817
689	-252.8258	0.317095
691	-253.6584	0.320226
693	-254.4933	0.314352
695	-255.36515	0.292999
697	-256.29085	0.266637
699	-257.2241	0.305416
701	-258.1437	0.28127
703	-259.09145	0.308421
705	-260.07335	0.302461
707	-261.06125	0.299362
709	-262.0322	0.317351
711	-262.942	0.330313
713	-263.7639	0.338439
715	-264.5836	0.308692
717	-265.41485	0.324671
719	-266.22145	0.338063
721	-267.02265	0.342025
723	-267.8192	0.374957
725	-268.6173	0.396134
727	-269.42335	0.349695
729	-270.3201	0.339153
731	-271.10325	0.398647
733	-271.95225	0.374547
735	-272.78525	0.404415
737	-273.55205	0.314758
739	-274.3203	0.384652
741	-275.12945	0.368139
743	-275.828	0.377729
745	-276.5199	0.345276
747	-277.2131	0.31839
749	-277.89115	0.367206
751	-278.57965	0.325337
753	-279.29375	0.373979
755	-280.0096	0.368301
757	-280.7247	0.355759
759	-281.43105	0.281864
761	-282.10625	0.279712
763	-282.77925	0.272099
765	-283.4576	0.287045
767	-284.1448	0.278682
769	-284.9992	0.280887
771	-285.8525	0.23247
773	-286.71635	0.23528
775	-287.5801	0.190769
777	-288.4365	0.178181
779	-289.28545	0.158645
781	-290.13465	0.154239
783	-290.96615	0.183142
785	-291.7247	0.210195
787	-292.4742	0.221239
789	-293.2335	0.252153
791	-293.9926	0.306189
793	-294.7364	0.282657
795	-295.48955	0.313495
797	-296.25155	0.319442
799	-297.00465	0.309786
801	-297.6403	0.301045
803	-298.26905	0.28357
805	-298.88055	0.282284
807	-299.46765	0.279013
809	-300.04145	0.319445
811	-300.6178	0.301922
813	-301.1976	0.293086
815	-301.77605	0.290246
817	-302.36375	0.301406
819	-302.966	0.266741
821	-303.58165	0.266985
823	-304.15405	0.235468
825	-304.78535	0.311143
827	-305.44965	0.302738
829	-306.112	0.258493
831	-306.7705	0.228482
833	-307.43015	0.248213
835	-308.0942	0.233987
837	-308.75555	0.214838
839	-309.4116	0.229694
841	-310.04175	0.292409
843	-310.62165	0.225144
845	-311.21735	0.192277
847	-311.77455	0.254416
849	-312.35545	0.218545
851	-312.95835	0.198275
853	-313.56065	0.192343
855	-314.16345	0.196306
857	-314.76275	0.180753
859	-315.3717	0.194214
861	-315.9959	0.184919
863	-316.6112	0.174675
865	-317.2494	0.218333
867	-317.9889	0.185706
869	-318.73285	0.273496
871	-319.48555	0.286621
873	-320.2302	0.281369
875	-321.0116	0.246799
877	-321.79765	0.249335
879	-322.57545	0.21329
881	-323.3653	0.191895
883	-324.28965	0.197424
885	-325.2132	0.175541
887	-326.1176	0.126128
889	-327.01535	0.133234
891	-327.9855	0.122189
893	-328.9673	0.130838
895	-329.93925	0.136811
897	-330.91875	0.148284
899	-331.88715	0.172694
901	-332.8423	0.224081
903	-333.8121	0.273428
905	-334.77375	0.254603
907	-335.77745	0.278672
909	-336.7928	0.327403
911	-337.80575	0.330408
913	-338.8096	0.333959
915	-339.89595	0.345777
917	-340.9967	0.334018
919	-342.09015	0.347876
921	-343.1826	0.370095
923	-344.24125	0.327537
925	-345.28855	0.331717
927	-346.34905	0.367671
929	-347.39635	0.348995
931	-348.40225	0.300723
933	-349.3897	0.305466
935	-350.39075	0.345588
937	-351.3808	0.2917
939	-352.4045	0.287224
941	-353.43845	0.296199
943	-354.48335	0.283479
945	-355.5178	0.302302
947	-356.5779	0.288645
949	-357.66595	0.22245
951	-358.75385	0.334603
953	-359.8555	0.322881
955	-360.9415	0.338172
957	-362.00405	0.348362
959	-363.0618	0.348815
961	-364.12535	0.32611
963	-365.06565	0.335914
965	-365.85845	0.367237
967	-366.6583	0.302331
969	-367.45815	0.327651
971	-368.35325	0.293586
973	-369.3984	0.307665
975	-370.44375	0.325283
977	-371.4994	0.293853
979	-372.6361	0.306399
981	-373.96795	0.263434
983	-375.2954	0.269544
985	-376.64275	0.309933
987	-378.0665	0.220786
989	-379.78525	0.256723
991	-381.50295	0.214297
993	-383.21115	0.269845
995	-384.86595	0.272374
997	-386.3481	0.231931
999	-387.841	0.223452
1001	-389.3464	0.25582
1003	-390.81085	0.215673
1005	-391.9041	0.287097
1007	-392.99755	0.316281
1009	-394.0871	0.327759
1011	-395.1329	0.278194
1013	-395.78325	0.254569
1015	-396.43445	0.216128
1017	-397.0735	0.215876
1019	-397.70585	0.144356
1021	-398.4591	0.133268
1023	-399.21495	0.190462
1025	-399.9663	0.208808
1027	-400.73185	0.306405
1029	-401.5419	0.254607
1031	-402.36755	0.176618
1033	-403.17765	0.162794
1035	-403.9978	0.178777
1037	-405.0244	0.220113
1039	-406.1073	0.295805
1041	-407.1875	0.302035
1043	-408.25975	0.206305
1045	-409.05175	0.235755
1047	-409.7908	0.19908
1049	-410.5428	0.166633
1051	-411.3001	0.158898
1053	-412.21305	0.114802
1055	-413.18695	0.085515
1057	-414.16015	0.121154
1059	-415.13255	0.0996198
1061	-415.96885	0.105267
1063	-416.7494	0.0704688
1065	-417.52195	0.109397
1067	-418.2996	0.116605
1069	-419.20655	0.101988
1071	-420.21275	0.116224
1073	-421.20705	0.130512
1075	-422.20735	0.139319
1077	-423.1112	0.149417
1079	-423.95295	0.224775
1081	-424.79225	0.197206
1083	-425.644	0.253172
1085	-426.56155	0.280537
1087	-427.53195	0.295176
1089	-428.5015	0.321146
1091	-429.49525	0.337242
1093	-430.43495	0.352569
1095	-431.3223	0.34579
1097	-432.2262	0.353768
1099	-433.1373	0.359556
1101	-434.3699	0.321476
1103	-436.12805	0.376604
1105	-437.89185	0.36777
1107	-439.65095	0.339034
1109	-441.30195	0.287944
1111	-442.7299	0.333177
1113	-444.149	0.288054
1115	-445.59535	0.305738
1117	-446.9891	0.318425
1119	-448.2016	0.287566
1121	-449.43795	0.350878
1123	-450.6738	0.317008
1125	-451.9229	0.273471
1127	-453.1935	0.259531
1129	-454.6388	0.317786
1131	-455.9965	0.326756
1133	-457.28935	0.297037
1135	-458.16445	0.30487
1137	-459.05375	0.369074
1139	-459.9206	0.30241
1141	-460.78305	0.374635
1143	-461.6229	0.28478
1145	-462.4634	0.284563
1147	-463.3066	0.31752
1149	-464.14855	0.258596
1151	-465.14675	0.24636
1153	-466.1512	0.325356
1155	-467.1645	0.296973
1157	-468.175	0.267991
1159	-468.98015	0.288725
1161	-469.78485	0.312927
1163	-470.57495	0.320714
1165	-471.366	0.325175
1167	-472.05275	0.296263
1169	-472.73835	0.31183
1171	-473.4213	0.289875
1173	-474.1085	0.35568
1175	-474.8409	0.204051
1177	-475.58765	0.235032
1179	-476.3302	0.276442
1181	-477.062	0.252754
1183	-477.83445	0.298171
1185	-478.6172	0.229866
1187	-479.39735	0.186453
1189	-480.1774	0.153702
1191	-480.8448	0.204623
1193	-481.4401	0.277089
1195	-482.0485	0.254401
1197	-482.6582	0.25921
1199	-483.36555	0.174873
1201	-484.1295	0.14863
1203	-484.89575	0.178239
1205	-485.66515	0.122459
1207	-486.4407	0.113238
1209	-487.2209	0.120124
1211	-487.99245	0.115335
1213	-488.75735	0.119635
1215	-489.573	0.140404
1217	-490.4421	0.113151
1219	-491.3261	0.118931
1221	-492.19595	0.116036
1223	-493.23035	0.107346
1225	-494.49415	0.114318
1227	-495.7652	0.132395
1229	-497.0151	0.14644
1231	-498.285	0.169812
1233	-499.5791	0.122564
1235	-500.877	0.100546
1237	-502.18295	0.104647
1239	-503.6783	0.070109
1241	-505.58365	0.104312
1243	-507.50365	0.100511
1245	-509.4285	0.118803
1247	-511.17615	0.278492
1249	-512.42375	0.0840113
1251	-513.68165	0.198643
1253	-514.93715	0.203679
1255	-516.14935	0.10964
1257	-517.1798	0.187787
1259	-518.22545	0.277171
1261	-519.2524	0.266947
1263	-520.28325	0.143394
1265	-521.44665	0.239484
1267	-522.60045	0.183185
1269	-523.78255	0.148149
1271	-524.94795	0.111797
1273	-526.12985	0.120741
1275	-527.31965	0.113898
1277	-528.51715	0.116887
1279	-529.69885	0.233977
1281	-530.4084	0.129434
1283	-531.1238	0.127105
1285	-531.8524	0.182743
1287	-532.56985	0.243047
1289	-533.14995	0.20381
1291	-533.72535	0.302028
1293	-534.3044	0.247773
1295	-534.8724	0.289014
1297	-535.4705	0.2838
1299	-536.074	0.271798
1301	-536.6868	0.288202
1303	-537.2918	0.34011
1305	-538.4114	0.328423
1307	-539.63835	0.217332
1309	-540.85055	0.209928
1311	-542.06175	0.182842
1313	-543.10225	0.190027
1315	-544.1272	0.179365
1317	-545.1025	0.190435
1319	-546.1082	0.170432
1321	-547.15765	0.206413
1323	-548.24255	0.214521
1325	-549.32675	0.210765
1327	-550.39945	0.213351
1329	-551.427	0.237828
1331	-552.4734	0.215721
1333	-553.5221	0.229431
1335	-554.5663	0.209637
1337	-555.55185	0.193065
1339	-556.48975	0.204468
1341	-557.4369	0.300884
1343	-558.37905	0.246372
1345	-559.28565	0.163979
1347	-560.1673	0.205975
1349	-561.0679	0.203855
1351	-561.9498	0.195651
1353	-562.73415	0.194876
1355	-563.41775	0.177509
1357	-564.10265	0.177331
1359	-564.7746	0.210455
1361	-565.42795	0.326376
1363	-566.0885	0.232233
1365	-566.74525	0.299058
1367	-567.39395	0.317171
1369	-568.052	0.267673
1371	-568.74265	0.241958
1373	-569.4432	0.276357
1375	-570.1373	0.223888
1377	-570.84265	0.242833
1379	-571.5694	0.242251
1381	-572.3065	0.215932
1383	-573.05405	0.177066
1385	-573.78985	0.17319
1387	-574.52705	0.151689
1389	-575.2536	0.153778
1391	-575.98895	0.137336
1393	-576.71055	0.130728
1395	-577.4314	0.137731
1397	-578.1673	0.150651
1399	-578.8938	0.095372
1401	-579.6153	0.145476
1403	-580.26465	0.191469
1405	-580.9183	0.253687
1407	-581.57255	0.28409
1409	-582.2212	0.278005
1411	-582.8992	0.293947
1413	-583.5847	0.287299
1415	-584.2766	0.276621
1417	-584.9619	0.300151
1419	-585.81895	0.243193
1421	-586.69265	0.235267
1423	-587.5664	0.238193
1425	-588.4251	0.188474
1427	-589.2035	0.179047
1429	-589.97775	0.152564
1431	-590.74765	0.225215
1433	-591.4877	0.175908
1435	-592.35485	0.185325
1437	-593.21825	0.177708
1439	-594.0975	0.168309
1441	-594.951	0.179269
1443	-595.92235	0.142244
1445	-596.94565	0.179192
1447	-597.9652	0.206115
1449	-598.9856	0.189043
1451	-599.8832	0.138248
1453	-600.72555	0.141109
1455	-601.57185	0.131916
1457	-602.4342	0.204593
1459	-603.25135	0.221527
1461	-604.0267	0.191629
1463	-604.8601	0.133544
1465	-605.67075	0.123476
1467	-606.5253	0.116754
1469	-607.4306	0.115287
1471	-608.31655	0.125877
1473	-609.19405	0.116317
1475	-610.0022	0.0955029
1477	-610.73605	0.105242
1479	-611.482	0.0969257
1481	-612.2341	0.132392
1483	-612.97645	0.116415
1485	-613.72475	0.124973
1487	-614.46765	0.101613
1489	-615.21215	0.107474
1491	-615.96355	0.111292
1493	-616.73505	0.0987386
1495	-617.49935	0.0928043
1497	-618.28375	0.087614
1499	-619.0362	0.109593
1501	-619.757	0.13011
1503	-620.48455	0.163937
1505	-621.20705	0.164484
1507	-621.9435	0.228603
1509	-622.71895	0.251797
1511	-623.51025	0.269838
1513	-624.305	0.253567
1515	-625.0887	0.2751
1517	-625.8435	0.285312
1519	-626.59185	0.287896
1521	-627.35595	0.276691
1523	-628.14435	0.296951
1525	-629.019	0.275281
1527	-629.89025	0.303571
1529	-630.7531	0.267199
1531	-631.62805	0.2865
1533	-632.68145	0.302405
1535	-633.7246	0.299574
1537	-634.7525	0.307879
1539	-635.783	0.323599
1541	-636.58895	0.339042
1543	-637.3959	0.25462
1545	-638.21245	0.255388
1547	-639.01225	0.260592
1549	-640.0841	0.247391
1551	-641.1658	0.23978
1553	-642.25215	0.2743
1555	-643.31995	0.263295
1557	-644.3421	0.284254
1559	-645.3474	0.238601
1561	-646.3597	0.277248
1563	-647.36485	0.278159
1565	-648.36055	0.292152
1567	-649.34995	0.277986
1569	-650.3394	0.273578
1571	-651.3316	0.199403
1573	-652.12985	0.290461
1575	-652.88775	0.307632
1577	-653.6375	0.336209
1579	-654.39995	0.345813
1581	-655.4694	0.350944
1583	-656.66575	0.346162
1585	-657.84415	0.292174
1587	-659.013	0.316867
1589	-660.24895	0.355041
1591	-661.51545	0.269231
1593	-662.77385	0.323508
1595	-664.0372	0.3436
1597	-665.21015	0.28031
1599	-666.3381	0.235383
1601	-667.4497	0.294034
1603	-668.5773	0.197078
1605	-669.6726	0.167948
1607	-670.7631	0.268047
1609	-671.85885	0.243955
1611	-672.9603	0.224164
1613	-674.01665	0.268468
1615	-675.0134	0.267711
1617	-676.0177	0.195727
1619	-677.0364	0.283291
1621	-678.7024	0.269382
1623	-681.9729	0.275088
1625	-684.6869	0.200173
1627	-687.3989	0.149905
1629	-689.8321	0.228794
1631	-692.0121	0.14349
1633	-694.1879	0.0982095
1635	-696.3701	0.0959649
1637	-698.13235	0.112263
1639	-699.386	0.138042
1641	-700.6171	0.129993
1643	-701.85865	0.183077
1645	-703.15275	0.138297
1647	-704.571	0.193866
1649	-705.98165	0.144514
1651	-707.3993	0.140061
1653	-708.8312	0.135419
1655	-710.3118	0.158755
1657	-711.7987	0.203567
1659	-713.2875	0.242158
1661	-714.83745	0.305595
1663	-716.58295	0.293208
1665	-718.3409	0.290578
1667	-720.1116	0.301582
1669	-721.6754	0.306791
1671	-722.5639	0.342933
1673	-723.45545	0.334715
1675	-724.3433	0.362951
1677	-725.2616	0.264794
1679	-726.3864	0.31435
1681	-727.5218	0.269525
1683	-728.65935	0.308992
1685	-729.77235	0.311745
1687	-730.8667	0.292874
1689	-731.9902	0.174795
1691	-733.0999	0.200957
1693	-734.2252	0.147153
1695	-735.33655	0.198192
1697	-736.4558	0.190612
1699	-737.57565	0.26016
1701	-738.6909	0.22049
1703	-739.5099	0.220384
1705	-740.3012	0.273791
1707	-741.08735	0.193038
1709	-741.87025	0.199122
1711	-742.57265	0.201549
1713	-743.2696	0.219516
1715	-743.97795	0.25276
1717	-744.6687	0.279295
1719	-745.46585	0.362079
1721	-746.29225	0.352104
1723	-747.11755	0.344271
1725	-747.93215	0.265671
1727	-748.7907	0.290373
1729	-749.67625	0.306086
1731	-750.5554	0.283955
1733	-751.4399	0.319424
1735	-752.2211	0.325762
1737	-752.97645	0.296952
1739	-753.73745	0.263262
1741	-754.5088	0.294
1743	-755.316	0.319371
1745	-756.1336	0.323363
1747	-756.9505	0.30536
1749	-757.76805	0.330767
1751	-758.6104	0.188682
1753	-759.47915	0.21538
1755	-760.3494	0.272557
1757	-761.21415	0.336645
1759	-762.1078	0.307235
1761	-763.02035	0.260029
1763	-763.92785	0.175704
1765	-764.8346	0.32249
1767	-765.7148	0.32188
1769	-766.6031	0.31295
1771	-767.49105	0.204513
1773	-768.3851	0.210467
1775	-769.28705	0.157406
1777	-770.2044	0.185867
1779	-771.12815	0.285367
1781	-772.07035	0.228409
1783	-773.13715	0.200653
1785	-774.4643	0.197642
1787	-775.78095	0.165427
1789	-777.0981	0.138206
1791	-778.48195	0.136302
1793	-780.0606	0.116422
1795	-781.5826	0.0979526
1797	-783.2102	0.11246
1799	-784.72585	0.135687
1801	-786.0715	0.165158
1803	-787.4325	0.214343
1805	-788.80075	0.252679
1807	-790.09015	0.284259
1809	-790.9665	0.279714
1811	-791.86345	0.277047
1813	-792.74425	0.257271
1815	-793.6512	0.271276
1817	-794.9765	0.330776
1819	-796.30375	0.32143
1821	-797.62705	0.259675
1823	-798.9446	0.293368
1825	-800.24405	0.27311
1827	-801.54775	0.26357
1829	-802.84885	0.330141
1831	-804.14535	0.266268
1833	-805.52925	0.268058
1835	-806.9217	0.280116
1837	-808.32905	0.265401
1839	-809.7291	0.199596
1841	-810.89175	0.247188
1843	-812.02545	0.218319
1845	-813.15735	0.221682
1847	-814.28925	0.236931
1849	-815.33	0.200676
1851	-816.36055	0.192235
1853	-817.3867	0.152116
1855	-818.418	0.148898
1857	-819.36005	0.122726
1859	-820.27945	0.113011
1861	-821.19775	0.125156
1863	-822.1217	0.162341
1865	-822.9437	0.2027
1867	-823.7287	0.212139
1869	-824.50265	0.154108
1871	-825.2723	0.163021
1873	-826.13785	0.134281
1875	-827.05525	0.143746
1877	-827.97375	0.163619
1879	-828.9098	0.24367
1881	-830.15225	0.240325
1883	-831.6285	0.171369
1885	-833.1057	0.138474
1887	-834.56925	0.119587
1889	-836.32035	0.210258
1891	-838.3221	0.147923
1893	-840.32195	0.116144
1895	-842.30295	0.105585
1897	-844.27915	0.102158
1899	-846.31255	0.143571
1901	-848.229	0.14812
1903	-850.23595	0.207407
1905	-852.24325	0.167398
1907	-854.3006	0.174564
1909	-856.3425	0.113137
1911	-858.3814	0.112794
1913	-860.3957	0.0875551
1915	-862.37565	0.124905
1917	-864.3502	0.130269
1919	-866.3477	0.159037
1921	-868.14435	0.188289
1923	-869.3543	0.253425
1925	-870.56105	0.246165
1927	-871.7611	0.24904
1929	-872.9032	0.307484
1931	-873.781	0.258188
1933	-874.65855	0.303032
1935	-875.54125	0.244258
1937	-876.43965	0.235878
1939	-877.5086	0.293582
